NM_PARLA,COD_PARLA,STATE,PARTY,correctYea,wrongYea,wrongNay,correctNay,GMP,CC,coord1D,coord2D,se1D,se2D,corr.1
PROF. GEDEÃO AMORIM,609,Amazonas,PMDB,35,0,1,27,0.889878452,0.984126984,0.624843121,-0.19160971,0,0,0
PROFESSOR PACCO,616,Distrito Federal,Podemos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROFESSOR SÉRGIO DE OLIVEIRA,575,Paraná,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PROFESSOR SÉRGIO DE OLIVEIRA,575,Paraná,PSD,33,0,0,5,0.950144589,1,0.568608105,-0.788733125,0,0,0
PROFESSOR VICTÓRIO GALLI,406,Mato Grosso,PSC,244,37,42,205,0.707358122,0.850378788,0.62723124,0.139230862,0,0,0
PROFESSOR VICTÓRIO GALLI,406,Mato Grosso,PSL,44,2,4,41,0.857232928,0.934065934,0.631898105,-0.185281843,0,0,0
PROFESSORA DORINHA SEABRA REZEN,67,Tocantins,DEM,295,43,40,284,0.759410858,0.874622356,0.527735889,0.658512115,0,0,0
PROFESSORA MARCIVANIA,15,Amapá,PCdoB,100,15,26,306,0.801154017,0.908277405,-0.559990227,0.566940546,0,0,0
PROFESSORA MARCIVANIA,15,Amapá,PT,113,13,4,109,0.794538319,0.928870293,-0.540808678,0.327580452,0,0,0
RAFAEL MOTTA,123,Rio Grande do Norte,PROS,82,15,18,57,0.64708519,0.808139535,-0.114326872,-0.090297028,0,0,0
RAFAEL MOTTA,123,Rio Grande do Norte,PSB,140,28,19,153,0.689982295,0.861764706,0.083231911,0.247175321,0,0,0
RAFAEL MOTTA,123,Rio Grande do Norte,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAIMUNDO GOMES DE MATOS,102,Ceará,PSDB,333,23,14,315,0.854201972,0.945985401,0.779357076,0.389964849,0,0,0
RAIMUNDO LIRA,907,Paraíba,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAIMUNDO LIRA,907,Paraíba,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANDOLFE RODRIGUES,827,Amapá,PSOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RANDOLFE RODRIGUES,827,Amapá,REDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAQUEL MUNIZ,258,Minas Gerais,PSC,109,16,24,101,0.676100373,0.84,0.614126265,-0.044608891,0,0,0
RAQUEL MUNIZ,258,Minas Gerais,PSD,201,8,2,157,0.893699408,0.972826087,0.560783684,-0.530848503,0,0,0
RAUL JUNGMANN,541,Pernambuco,PPS,86,12,19,99,0.737309992,0.856481481,0.263568312,0.964640796,0,0,0
REDITÁRIO CASSOL,941,Rondonia,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REGINA SOUSA,902,Piauí,PT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REGINALDO LOPES,272,Minas Gerais,PT,189,16,16,344,0.835437775,0.943362832,-0.616567075,0.053961858,0,0,0
REGUFFE,852,Distrito Federal,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REGUFFE,852,Distrito Federal,S.Part.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REINHOLD STEPHANES,566,Paraná,PSD,113,10,10,107,0.784355044,0.916666667,0.459986657,-0.186690852,0,0,0
REJANE DIAS,116,Piauí,PT,38,1,0,61,0.891282976,0.99,-0.62216258,0.061315294,0,0,0
REMÍDIO MONAI,7,Roraima,PR,305,31,20,230,0.791830003,0.912969283,0.293213308,-0.615439236,0,0,0
RENAN CALHEIROS,875,Alagoas,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RENAN CALHEIROS,875,Alagoas,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RENATA ABREU,330,São Paulo,PODE,12,0,0,10,0.939078391,1,0.652571559,0.08056318,0,0,0
RENATA ABREU,330,São Paulo,PTN,221,33,33,129,0.704676926,0.841346154,0.137034193,-0.483409792,0,0,0
RENATA ABREU,330,São Paulo,Podemos,48,7,12,39,0.652595222,0.820754717,0.225596488,-0.144232869,0,0,0
RENATO ANDRADE,590,Minas Gerais,PP,143,7,4,118,0.855474234,0.959558824,0.561593473,-0.49153477,0,0,0
RENATO MOLLING,511,Rio Grande do Sul,PP,290,34,32,225,0.7791273,0.886402754,0.429319859,-0.345802665,0,0,0
RENZO BRAZ,262,Minas Gerais,PP,227,29,34,216,0.734531879,0.875494071,0.635069132,-0.062669389,0,0,0
RICARDO BARROS,462,Paraná,PP,131,21,10,98,0.709775805,0.880769231,0.123278365,-0.775185585,0,0,0
RICARDO BENTINHO,585,São Paulo,PRB,45,1,2,36,0.887954235,0.964285714,0.503231287,-0.01401203,0,0,0
RICARDO FERRAÇO,835,Espírito Santo,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICARDO FERRAÇO,835,Espírito Santo,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICARDO FRANCO,945,Sergipe,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICARDO IZAR,383,São Paulo,PP,187,18,11,149,0.750078797,0.920547945,0.598266065,-0.692587256,0,0,0
RICARDO IZAR,383,São Paulo,PSD,105,25,14,73,0.647179186,0.820276498,0.076615661,-0.415011704,0,0,0
RICARDO TEOBALDO,157,Pernambuco,PMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICARDO TEOBALDO,157,Pernambuco,PODE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICARDO TEOBALDO,157,Pernambuco,PTB,105,20,11,50,0.690841794,0.833333333,0.102844208,-0.591138661,0,0,0
RICARDO TEOBALDO,157,Pernambuco,PTN,89,7,7,74,0.796157897,0.920903955,0.214089155,-0.692120254,0,0,0
RICARDO TEOBALDO,157,Pernambuco,Podemos,53,0,4,26,0.829849601,0.951807229,0.530331373,-0.311343372,0,0,0
RICARDO TRIPOLI,384,São Paulo,PSDB,287,17,17,254,0.827514946,0.940869565,0.829281688,0.540025711,0,0,0
ROBERTO ALVES,387,São Paulo,PRB,359,47,31,302,0.789202452,0.894451962,0.278340638,-0.604422092,0,0,0
ROBERTO BALESTRA,427,Goiás,PP,263,29,27,230,0.780340314,0.897996357,0.768032551,-0.117866933,0,0,0
ROBERTO BRITTO,211,Bahia,PP,386,18,16,291,0.843263507,0.952180028,0.326178253,-0.842045188,0,0,0
ROBERTO DE LUCENA,385,São Paulo,PV,125,25,26,114,0.673755884,0.824137931,0.193645284,-0.050829716,0,0,0
ROBERTO DE LUCENA,385,São Paulo,Podemos,41,2,2,30,0.878103971,0.946666667,0.56730336,-0.543416262,0,0,0
ROBERTO FREIRE,546,São Paulo,PPS,176,18,25,186,0.770891011,0.89382716,0.466304034,0.884624541,0,0,0
ROBERTO GÓES,17,Amapá,PDT,152,29,31,150,0.652943432,0.834254144,-0.005459069,0.240160942,0,0,0
ROBERTO MUNIZ,931,Bahia,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTO REQUIÃO,857,Paraná,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTO REQUIÃO,857,Paraná,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTO ROCHA,807,Maranhão,PSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTO ROCHA,807,Maranhão,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTO SALES,324,Rio de Janeiro,DEM,22,1,1,21,0.892911255,0.955555556,0.805554986,0.261577755,0,0,0
ROBERTO SALES,324,Rio de Janeiro,PRB,231,35,21,169,0.76540941,0.877192982,0.221178368,-0.510180593,0,0,0
ROBERTOTEIXEIRA,574,Pernambuco,PP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBERTOTEIXEIRA,574,Pernambuco,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROBINSON ALMEIDA,600,Bahia,PT,21,2,0,89,0.881566346,0.982142857,-0.482090503,0.113613546,0,0,0
ROCHA,59,Acre,PSDB,240,40,34,271,0.729950547,0.873504274,0.532045007,0.846716106,0,0,0
ROCHA LOURES,601,Paraná,PMDB,19,0,0,19,0.976002812,1,0.987083137,-0.160208687,0,0,0
RODRIGO DE CASTRO,268,Minas Gerais,PSDB,351,22,19,311,0.854337096,0.941678521,0.803101182,0.237440139,0,0,0
RODRIGO GARCIA,388,São Paulo,DEM,60,4,2,73,0.884260237,0.956834532,0.805407286,0.533079326,0,0,0
RODRIGO MAIA,322,Rio de Janeiro,DEM,133,38,21,103,0.694101572,0.8,0.703415692,-0.240752473,0,0,0
RODRIGO MARTINS,117,Piauí,PSB,280,44,59,292,0.696296155,0.847407407,0.345356226,0.625270784,0,0,0
RODRIGO PACHECO,260,Minas Gerais,DEM,28,1,0,29,0.933563173,0.982758621,0.615208149,0.102165431,0,0,0
RODRIGO PACHECO,260,Minas Gerais,PMDB,217,30,13,156,0.759374321,0.896634615,0.221164793,-0.71941036,0,0,0
RODRIGUES PALMA,906,Mato Grosso,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROGÉRIO MARINHO,124,Rio Grande do Norte,PSDB,277,22,17,255,0.817505777,0.931698774,0.950777471,0.309874624,0,0,0
ROGÉRIO PENINHA MENDONÇA,483,Santa Catarina,MDB,15,2,1,20,0.762503684,0.921052632,0.64712882,0.205987081,0,0,0
ROGÉRIO PENINHA MENDONÇA,483,Santa Catarina,PMDB,331,37,35,252,0.757852972,0.890076336,0.304057896,-0.531315327,0,0,0
ROGÉRIO ROSSO,413,Distrito Federal,PSD,281,20,19,194,0.81212306,0.924124514,0.276097238,-0.663935721,0,0,0
ROGÉRIO SILVA,604,Mato Grosso,PMDB,37,10,4,30,0.633496106,0.827160494,0.491183549,0.024070313,0,0,0
ROMERO JUCÁ,881,Roraima,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROMERO JUCÁ,881,Roraima,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROMÁRIO,840,Rio de Janeiro,PODE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROMÁRIO,840,Rio de Janeiro,PSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROMÁRIO,840,Rio de Janeiro,Podemos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RONALDO BENEDET,484,Santa Catarina,MDB,21,2,2,25,0.806419492,0.92,0.717313409,-0.218953669,0,0,0
RONALDO BENEDET,484,Santa Catarina,PMDB,351,29,24,254,0.793160975,0.919452888,0.304385453,-0.615724206,0,0,0
RONALDO CAIADO,865,Goiás,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RONALDO CARLETTO,216,Bahia,PP,299,30,31,218,0.766228616,0.894463668,0.386499405,-0.644892693,0,0,0
RONALDO FONSECA,414,Distrito Federal,PROS,245,77,46,210,0.672976792,0.787197232,0.298708469,0.009051097,0,0,0
RONALDO FONSECA,414,Distrito Federal,Podemos,19,3,2,13,0.743450999,0.864864865,0.224341199,-0.97451067,0,0,0
RONALDO LESSA,173,Alagoas,PDT,198,25,58,304,0.715199888,0.858119658,-0.244361535,0.49137485,0,0,0
RONALDO MARTINS,91,Ceará,PRB,266,73,55,239,0.670434415,0.79778831,0.16546157,0.006850195,0,0,0
RONALDO NOGUEIRA,517,Rio Grande do Sul,PTB,171,50,31,134,0.651169717,0.79015544,0.327915698,-0.059796356,0,0,0
RONEY NEMER,415,Distrito Federal,PMDB,136,17,29,71,0.670856714,0.818181818,0.171671644,-0.289732903,0,0,0
ROSANGELA GOMES,325,Rio de Janeiro,PRB,314,54,26,245,0.766774535,0.874804382,0.239190832,-0.472636104,0,0,0
ROSE DE FREITAS,901,Espírito Santo,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROSE DE FREITAS,901,Espírito Santo,Podemos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROSINHA DA ADEFAL,586,Alagoas,Avante,28,4,3,23,0.707460046,0.879310345,0.532475352,-0.735798538,0,0,0
ROSINHA DA ADEFAL,586,Alagoas,PTdoB,61,10,9,48,0.730767965,0.8515625,0.216825798,-0.081295185,0,0,0
ROSSONI,464,Paraná,PSDB,97,11,8,100,0.790126324,0.912037037,0.814183593,0.395231634,0,0,0
ROSÂNGELA CURADO,554,Maranhão,PDT,33,4,1,19,0.753461719,0.912280702,-0.194773838,-0.30799669,0,0,0
RUBENS BUENO,460,Paraná,PPS,312,41,48,345,0.76624769,0.880697051,0.566831291,0.823833883,0,0,0
RUBENS OTONI,425,Goiás,PT,185,12,13,345,0.838481963,0.954954955,-0.567603111,-0.015956046,0,0,0
RUBENS PEREIRA JÚNIOR,81,Maranhão,PCdoB,197,31,30,295,0.763861418,0.889692586,-0.560770094,0.402691305,0,0,0
RUDSON LEITE,903,Roraima,PV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÔMULO GOUVEIA,134,Paraíba,PSD,231,18,25,146,0.749839544,0.897619048,0.256470948,-0.456596106,0,0,0
RÔNEY NEMER,415,Distrito Federal,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÔNEY NEMER,415,Distrito Federal,PP,197,35,14,174,0.747203112,0.883333333,0.195334107,-0.201749593,0,0,0
SABINO CASTELO BRANCO,589,Amazonas,PTB,27,3,5,29,0.669694543,0.875,0.09546265,-0.096226558,0,0,0
SAMUEL MOREIRA,389,São Paulo,PSDB,173,25,13,187,0.780681074,0.904522613,0.821262121,0.420309037,0,0,0
SANDES JÚNIOR,524,Goiás,PP,229,22,24,159,0.76637125,0.894009217,0.300995618,-0.404618472,0,0,0
SANDRA BRAGA,899,Amazonas,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SANDRO ALEX,465,Paraná,PPS,112,11,19,133,0.744798779,0.890909091,0.513549685,0.858059824,0,0,0
SANDRO ALEX,465,Paraná,PSD,231,21,17,209,0.822218776,0.920502092,0.578932762,0.352278024,0,0,0
SARAIVA FELIPE,265,Minas Gerais,MDB,24,2,8,21,0.626176178,0.818181818,0.327308565,-0.780150473,0,0,0
SARAIVA FELIPE,265,Minas Gerais,PMDB,337,36,21,240,0.789385557,0.910094637,0.223535568,-0.575062871,0,0,0
SARNEY FILHO,85,Maranhão,PV,67,19,18,44,0.567447245,0.75,0.086543962,-0.000519952,0,0,0
SEBASTIÃO OLIVEIRA,159,Pernambuco,PR,20,0,1,19,0.870467186,0.975,0.676764011,-0.211681157,0,0,0
SERGIO SOUZA,467,Paraná,MDB,20,3,0,26,0.86556232,0.93877551,0.612265944,0.07932663,0,0,0
SERGIO SOUZA,467,Paraná,PMDB,343,19,16,250,0.855948389,0.944267516,0.411680847,-0.911327958,0,0,0
SERGIO VIDIGAL,283,Espírito Santo,PDT,207,37,67,316,0.69407928,0.834130781,-0.174840108,0.412821144,0,0,0
SERGIO ZVEITER,320,Rio de Janeiro,DEM,14,1,2,20,0.81577301,0.918918919,0.794271052,-0.607563555,0,0,0
SERGIO ZVEITER,320,Rio de Janeiro,PMDB,54,10,1,43,0.807044983,0.898148148,0.319226623,0.072704755,0,0,0
SERGIO ZVEITER,320,Rio de Janeiro,PSD,61,3,9,32,0.768533587,0.885714286,0.159824252,-0.687608778,0,0,0
SERGIO ZVEITER,320,Rio de Janeiro,Podemos,15,4,2,19,0.635055721,0.85,0.174280927,0.024191801,0,0,0
SEVERINO NINHO,573,Pernambuco,PSB,98,22,24,132,0.693923354,0.833333333,-0.051612996,0.172877908,0,0,0
SHÉRIDAN,8,Roraima,PSDB,271,16,17,246,0.831024885,0.94,0.756575644,0.653906107,0,0,0
SIBÁ MACHADO,58,Acre,PT,150,5,5,184,0.871442676,0.970930233,-0.691296339,-0.037968755,0,0,0
SILAS BRASILEIRO,526,Minas Gerais,PMDB,115,9,5,66,0.815318823,0.928205128,0.344394028,-0.93882519,0,0,0
SILAS CÂMARA,39,Amazonas,PRB,130,18,16,134,0.765721917,0.88590604,0.354683369,-0.373337835,0,0,0
SILAS CÂMARA,39,Amazonas,PSD,122,17,19,78,0.71472311,0.847457627,0.148553714,-0.398635894,0,0,0
SILAS FREIRE,545,Piauí,PODE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SILAS FREIRE,545,Piauí,PR,183,71,77,142,0.528825819,0.687103594,-0.014466786,-0.006076917,0,0,0
SILAS FREIRE,545,Piauí,Podemos,25,8,12,54,0.630190551,0.797979798,-0.330781043,-0.112968527,0,0,0
SILVIO COSTA,160,Pernambuco,Avante,51,8,27,37,0.496398419,0.715447154,-0.439315349,-0.898332953,0,0,0
SILVIO COSTA,160,Pernambuco,PSC,103,19,18,79,0.66733855,0.831050228,-0.231382281,-0.593197763,0,0,0
SILVIO COSTA,160,Pernambuco,PTdoB,72,16,47,100,0.545467973,0.731914894,-0.335188657,-0.644003987,0,0,0
SILVIO TORRES,391,São Paulo,PSDB,313,27,16,274,0.852452934,0.931746032,0.842373908,0.497773468,0,0,0
SIMONE MORGADO,35,Pará,MDB,19,1,1,20,0.882174492,0.951219512,0.545982361,0.050655451,0,0,0
SIMONE MORGADO,35,Pará,PMDB,257,39,22,168,0.737555325,0.874485597,0.144826338,-0.471621454,0,0,0
SIMONE TEBET,939,Mato Grosso do Sul,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMONE TEBET,939,Mato Grosso do Sul,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMÃO SESSIM,327,Rio de Janeiro,PP,316,10,11,258,0.845829785,0.964705882,0.347406834,-0.713822842,0,0,0
SORAYA SANTOS,328,Rio de Janeiro,PMDB,285,23,17,218,0.804124236,0.926335175,0.275918603,-0.617490053,0,0,0
SORAYA SANTOS,328,Rio de Janeiro,PR,37,5,1,34,0.840886474,0.922077922,0.377343625,-0.147695675,0,0,0
STEFANO AGUIAR,267,Minas Gerais,PSB,101,18,19,91,0.701868355,0.838427948,0.562301815,0.198313385,0,0,0
STEFANO AGUIAR,267,Minas Gerais,PSD,185,15,14,177,0.828556776,0.925831202,0.40932408,-0.100250781,0,0,0
SUBTENENTE GONZAGA,273,Minas Gerais,PDT,216,44,67,348,0.704945445,0.835555556,-0.221896932,0.40091306,0,0,0
SÁGUAS MORAES,409,Mato Grosso,PT,265,11,8,435,0.8671543,0.973574409,-0.612998664,-0.026512224,0,0,0
SÉRGIO BRITO,213,Bahia,PSD,254,24,31,183,0.775387347,0.888211382,0.252566367,-0.50179404,0,0,0
SÉRGIO DE CASTRO,914,Espírito Santo,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÉRGIO MORAES,512,Rio Grande do Sul,PTB,250,41,41,219,0.686549962,0.851179673,0.416628212,0.140719041,0,0,0
SÉRGIO PETECÃO,850,Acre,PSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÉRGIO REIS,390,São Paulo,PRB,259,38,21,172,0.777957022,0.879591837,0.228181645,-0.538248241,0,0,0
SÓSTENES CAVALCANTE,329,Rio de Janeiro,DEM,209,21,10,181,0.798062801,0.926365796,0.531696856,-0.258488953,0,0,0
SÓSTENES CAVALCANTE,329,Rio de Janeiro,PSD,115,22,34,91,0.641089857,0.786259542,0.564662933,-0.025150735,0,0,0
TADEU ALENCAR,161,Pernambuco,PSB,212,52,74,321,0.656632245,0.808801214,0.005066161,0.757677555,0,0,0
TAKAYAMA,469,Paraná,PSC,217,21,16,170,0.778753936,0.912735849,0.469539642,-0.131487235,0,0,0
TAMPINHA,565,Mato Grosso,PSD,47,2,3,57,0.849594712,0.95412844,0.454596668,-0.540585756,0,0,0
TASSO JEREISSATI,812,Ceará,PSDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELMÁRIO MOTA,814,Roraima,PDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TELMÁRIO MOTA,814,Roraima,PTB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENENTE LÚCIO,266,Minas Gerais,PR,52,4,2,53,0.878045917,0.945945946,0.565515459,0.126202881,0,0,0
TENENTE LÚCIO,266,Minas Gerais,PSB,320,51,59,294,0.710136116,0.848066298,0.387476802,0.207365379,0,0,0
TEREZA CRISTINA,437,Mato Grosso do Sul,DEM,46,1,1,53,0.93137008,0.98019802,0.701903164,0.014317416,0,0,0
TEREZA CRISTINA,437,Mato Grosso do Sul,PSB,260,40,36,218,0.723136485,0.862815884,0.5077039,-0.030385846,0,0,0
TEREZA CRISTINA,437,Mato Grosso do Sul,S.Part.,11,0,2,9,0.874207973,0.909090909,0.889297128,-0.45732969,0,0,0
THIAGO PEIXOTO,424,Goiás,PSD,212,21,23,203,0.822600305,0.904139434,0.611108541,0.185784712,0,0,0
TIA ERON,217,Bahia,PRB,189,24,18,134,0.757735133,0.884931507,0.214021429,-0.459921569,0,0,0
TIRIRICA,392,São Paulo,PR,392,69,56,324,0.732653201,0.85136742,0.177985132,-0.260195404,0,0,0
TONINHO PINHEIRO,264,Minas Gerais,PP,371,29,30,277,0.803966403,0.916548798,0.360892922,-0.5884642,0,0,0
TONINHO WANDSCHEER,470,Paraná,PMB,14,2,0,10,0.854239762,0.923076923,-0.216167912,-0.254946977,0,0,0
TONINHO WANDSCHEER,470,Paraná,PROS,201,11,8,177,0.876153231,0.952141058,0.6433447,-0.395459771,0,0,0
TONINHO WANDSCHEER,470,Paraná,PT,116,10,13,87,0.77435714,0.898230088,-0.475060314,-0.078744061,0,0,0
ULDURICO JUNIOR,220,Bahia,PPL,31,4,1,27,0.782322466,0.920634921,0.238907158,-0.027973739,0,0,0
ULDURICO JUNIOR,220,Bahia,PTC,103,46,19,74,0.601733446,0.731404959,0.07287968,0.061577577,0,0,0
ULDURICO JUNIOR,220,Bahia,PV,121,16,23,107,0.690826833,0.853932584,0.228823185,0.212864578,0,0,0
VAIDON OLIVEIRA,591,Ceará,DEM,53,2,0,43,0.920553207,0.979591837,0.735080898,-0.420185119,0,0,0
VAIDON OLIVEIRA,591,Ceará,PROS,85,10,5,85,0.81744504,0.918918919,0.497966349,-0.172630072,0,0,0
VAL AMÉLIO,580,Alagoas,PRTB,31,0,0,12,0.968149781,1,0.560385942,-0.551705062,0,0,0
VALADARES FILHO,183,Sergipe,PSB,224,34,58,271,0.676359355,0.843270869,0.134214491,0.65666765,0,0,0
VALDIR COLATTO,489,Santa Catarina,MDB,25,1,2,25,0.8750965,0.943396226,0.833827317,-0.165337071,0,0,0
VALDIR COLATTO,489,Santa Catarina,PMDB,288,85,43,254,0.62760222,0.808955224,0.521412849,-0.068107218,0,0,0
VALDIR RAUPP,868,Rondonia,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VALDIR RAUPP,868,Rondonia,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VALMIR ASSUNÇÃO,218,Bahia,PT,250,15,12,445,0.851504207,0.962603878,-0.609095752,0.090519272,0,0,0
VALMIR PRASCIDELLI,393,São Paulo,PT,242,14,10,419,0.858335316,0.964963504,-0.581484556,0.001608487,0,0,0
VALTENIR PEREIRA,404,Mato Grosso,MDB,19,1,2,28,0.840502024,0.94,0.623621821,-0.198385566,0,0,0
VALTENIR PEREIRA,404,Mato Grosso,PMB,12,1,1,8,0.808612883,0.909090909,-0.354159445,-0.411864877,0,0,0
VALTENIR PEREIRA,404,Mato Grosso,PMDB,136,5,8,93,0.860727966,0.946280992,0.373275131,-0.476165891,0,0,0
VALTENIR PEREIRA,404,Mato Grosso,PROS,107,17,16,70,0.723223507,0.842857143,-0.25509122,-0.391453505,0,0,0
VALTENIR PEREIRA,404,Mato Grosso,PSB,19,1,1,37,0.841821611,0.965517241,-0.019344037,0.042734861,0,0,0
VANDER LOUBET,438,Mato Grosso do Sul,PT,208,21,32,359,0.772209942,0.914516129,-0.465803832,0.187014863,0,0,0
VANDERLEI MACRIS,394,São Paulo,PSDB,317,29,27,300,0.789084315,0.91679049,0.790341794,0.61266619,0,0,0
VANESSA  GRAZZIOTIN,801,Amazonas,PCdoB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VENEZIANO VITAL DO RÊGO,137,Paraíba,PMDB,253,47,42,160,0.689063728,0.822709163,0.171320245,-0.174905121,0,0,0
VENEZIANO VITAL DO RÊGO,137,Paraíba,PSB,10,0,6,48,0.792040348,0.90625,-0.285562992,0.348435372,0,0,0
VICENTE ARRUDA,553,Ceará,PDT,38,12,20,77,0.648435712,0.782312925,-0.374190867,0.284384102,0,0,0
VICENTE ARRUDA,553,Ceará,PR,10,1,1,17,0.743618309,0.931034483,0.475323707,0.2459497,0,0,0
VICENTE ARRUDA,553,Ceará,PROS,51,7,6,31,0.69170785,0.863157895,-0.264108151,-0.749575675,0,0,0
VICENTE CANDIDO,395,São Paulo,PT,151,7,5,209,0.866838336,0.967741935,-0.615169585,-0.158301279,0,0,0
VICENTINHO,396,São Paulo,PT,249,22,16,468,0.844608068,0.949668874,-0.583073914,0.038408861,0,0,0
VICENTINHO ALVES,883,Tocantins,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VICENTINHO JÚNIOR,66,Tocantins,PR,163,18,9,142,0.806485415,0.918674699,0.332107931,-0.37428686,0,0,0
VICENTINHO JÚNIOR,66,Tocantins,PSB,124,14,13,59,0.707624137,0.871428571,0.064187162,-0.452368319,0,0,0
VICTOR MENDES,82,Maranhão,MDB,9,0,0,13,0.960810423,1,0.674317062,0.213276789,0,0,0
VICTOR MENDES,82,Maranhão,PMB,11,1,0,12,0.807925701,0.958333333,-0.106227882,0.181147859,0,0,0
VICTOR MENDES,82,Maranhão,PMDB,17,0,0,12,0.984178543,1,0.982863545,-0.003015559,0,0,0
VICTOR MENDES,82,Maranhão,PSD,147,30,16,136,0.697467148,0.860182371,0.185620904,-0.226161987,0,0,0
VICTOR MENDES,82,Maranhão,PV,100,32,35,59,0.572662652,0.703539823,0.216532379,0.012749449,0,0,0
VINICIUS CARVALHO,397,São Paulo,PRB,311,52,41,239,0.750552595,0.855365474,0.296643764,-0.461283922,0,0,0
VINICIUS GURGEL,16,Amapá,PR,125,17,4,91,0.826207101,0.911392405,0.258696616,-0.81260699,0,0,0
VIRGINIO DE CARVALHO,919,Sergipe,PSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VITOR LIPPI,399,São Paulo,PSDB,320,26,21,285,0.811052799,0.92791411,0.750202119,0.540514231,0,0,0
VITOR PAULO,613,Distrito Federal,PRB,23,1,3,27,0.814250946,0.925925926,0.469038576,0.159969151,0,0,0
VITOR VALIM,108,Ceará,PMDB,245,52,56,221,0.657947242,0.81184669,0.381403446,0.480001807,0,0,0
VITOR VALIM,108,Ceará,PROS,28,14,12,38,0.617914557,0.717391304,-0.069601126,-0.591400862,0,0,0
WADIH DAMOUS,550,Rio de Janeiro,PT,150,22,21,314,0.814358056,0.915187377,-0.642554462,0.379349321,0,0,0
WADSON RIBEIRO,527,Minas Gerais,PCdoB,125,16,7,120,0.774526715,0.914179104,-0.639725387,0.401715457,0,0,0
WALDEMIR MOKA,854,Mato Grosso do Sul,MDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WALDEMIR MOKA,854,Mato Grosso do Sul,PMDB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
